isfraud,numdayopen,value,tranid,userid,last4dig,dayind,bankid,international
1.0,304.0,430.1232882622401,10583.0,91.0,4519.0,2.0,3.0,0.0
0.0,275.0,187.7728757964613,52727.0,26.0,8496.0,1.0,3.0,1.0
1.0,306.0,389.2506216518365,61451.0,76.0,2871.0,3.0,3.0,1.0
0.0,345.0,706.2823725850341,48986.0,79.0,2388.0,6.0,2.0,1.0
0.0,123.0,306.0746225329634,33992.0,48.0,3316.0,5.0,4.0,1.0
0.0,295.0,384.32625287484933,34347.0,63.0,9804.0,6.0,6.0,0.0
0.0,251.0,289.5459392752963,34523.0,41.0,8389.0,5.0,1.0,1.0
0.0,249.0,137.3981799478334,60324.0,72.0,9281.0,6.0,4.0,1.0
1.0,213.0,710.4322304729513,68176.0,63.0,3740.0,1.0,5.0,0.0
0.0,150.0,33.6623917712127,39470.0,69.0,5729.0,2.0,4.0,1.0
0.0,294.0,115.09244470760983,81186.0,47.0,9880.0,7.0,1.0,1.0
0.0,218.0,103.3140224386208,95678.0,97.0,5055.0,3.0,1.0,1.0
1.0,179.0,862.3374258720268,21401.0,57.0,2923.0,7.0,2.0,0.0
1.0,364.0,610.6515408168574,66120.0,22.0,3281.0,7.0,2.0,0.0
0.0,292.0,351.4646634738781,46842.0,77.0,9827.0,2.0,3.0,1.0
1.0,294.0,268.075723211802,77425.0,87.0,2560.0,2.0,4.0,0.0
1.0,336.0,127.76128044519643,27392.0,32.0,3396.0,6.0,3.0,0.0
1.0,251.0,143.02946144229247,92890.0,35.0,7786.0,4.0,4.0,0.0
0.0,207.0,516.0978586156114,46467.0,89.0,7046.0,4.0,4.0,1.0
0.0,48.0,731.2010055495659,70089.0,82.0,6869.0,7.0,1.0,1.0
0.0,220.0,825.0227999883862,74843.0,35.0,6289.0,7.0,3.0,1.0
0.0,290.0,852.5701537121278,55054.0,88.0,1793.0,1.0,1.0,1.0
0.0,64.0,929.5034424721744,30707.0,57.0,8479.0,1.0,4.0,0.0
0.0,333.0,302.56363887204583,45916.0,12.0,6905.0,3.0,1.0,1.0
0.0,27.0,396.945225365301,50043.0,93.0,4836.0,4.0,6.0,0.0
0.0,1.0,214.2077557692669,20215.0,17.0,4705.0,5.0,6.0,1.0
0.0,5.0,695.9015101807606,25806.0,55.0,3165.0,4.0,1.0,0.0
1.0,46.0,731.032618382207,23425.0,14.0,6133.0,3.0,3.0,0.0
1.0,69.0,641.9345723684669,98753.0,19.0,2120.0,5.0,5.0,0.0
0.0,226.0,351.83653110794415,37925.0,81.0,3480.0,4.0,5.0,1.0
0.0,45.0,896.6963526633727,28351.0,97.0,3017.0,5.0,6.0,1.0
1.0,220.0,315.1891645139872,28327.0,32.0,5537.0,6.0,1.0,0.0
1.0,354.0,27.797581740052987,96298.0,39.0,4366.0,5.0,5.0,0.0
1.0,152.0,646.5236048662257,41370.0,64.0,7322.0,1.0,2.0,1.0
0.0,271.0,888.8358035588208,11581.0,47.0,6185.0,2.0,4.0,1.0
1.0,280.0,683.2591069534237,71736.0,99.0,2195.0,1.0,5.0,0.0
0.0,135.0,216.5271955787169,17925.0,51.0,9300.0,3.0,6.0,1.0
1.0,360.0,402.8751332338555,93956.0,69.0,9808.0,5.0,2.0,1.0
0.0,159.0,79.94254041309198,36633.0,20.0,9788.0,3.0,4.0,0.0
1.0,358.0,438.04855700752444,41278.0,8.0,5005.0,1.0,4.0,0.0
1.0,314.0,609.2235720230161,50539.0,86.0,3877.0,1.0,1.0,0.0
0.0,84.0,496.9165195901929,55443.0,67.0,9474.0,7.0,6.0,1.0
0.0,191.0,127.80367687364371,45227.0,94.0,2934.0,7.0,1.0,1.0
1.0,140.0,524.3303572372206,44465.0,92.0,2262.0,4.0,4.0,1.0
0.0,256.0,859.5004229047838,31873.0,48.0,3577.0,3.0,1.0,0.0
0.0,261.0,3.565937526478287,11610.0,32.0,1753.0,4.0,3.0,1.0
0.0,92.0,931.2289170800283,14635.0,71.0,7870.0,2.0,3.0,0.0
1.0,164.0,271.98670005180685,20208.0,74.0,7108.0,1.0,5.0,0.0
0.0,115.0,804.533681439298,16019.0,52.0,2129.0,4.0,3.0,1.0
1.0,45.0,553.5383039287435,11044.0,48.0,4287.0,3.0,5.0,1.0
0.0,238.0,368.9053540684226,74665.0,99.0,4201.0,6.0,5.0,0.0
0.0,4.0,932.4651350053107,13133.0,30.0,9872.0,3.0,6.0,0.0
1.0,1.0,759.1702240604649,59319.0,95.0,6038.0,1.0,2.0,0.0
1.0,252.0,961.2238758268593,28661.0,92.0,5584.0,1.0,1.0,0.0
1.0,359.0,895.6823621997198,70091.0,96.0,2391.0,5.0,1.0,0.0
1.0,39.0,592.3038675729402,18163.0,56.0,3141.0,2.0,3.0,1.0
1.0,202.0,701.0248807152205,52762.0,41.0,8417.0,3.0,2.0,0.0
0.0,70.0,780.157045486394,86638.0,14.0,3546.0,1.0,2.0,1.0
1.0,161.0,407.10603935730455,80244.0,46.0,4401.0,4.0,3.0,1.0
1.0,62.0,91.33046716047636,99922.0,39.0,1660.0,2.0,3.0,0.0
0.0,365.0,248.97057067179384,56627.0,51.0,9412.0,1.0,6.0,1.0
1.0,90.0,32.051011265400795,63004.0,58.0,5093.0,1.0,4.0,0.0
0.0,63.0,12.94496624624358,39135.0,17.0,4246.0,7.0,4.0,1.0
0.0,299.0,586.5326334503428,19828.0,3.0,2056.0,2.0,6.0,1.0
0.0,48.0,905.1728924097728,53456.0,16.0,1699.0,4.0,1.0,0.0
1.0,203.0,496.630264822042,60165.0,88.0,7990.0,2.0,3.0,0.0
0.0,141.0,280.5746997264431,29481.0,5.0,5026.0,6.0,3.0,1.0
1.0,282.0,479.55189903019436,21497.0,36.0,7275.0,2.0,4.0,0.0
0.0,323.0,994.0931900915944,81258.0,3.0,7266.0,7.0,6.0,1.0
1.0,279.0,781.653670729658,55093.0,73.0,9231.0,3.0,4.0,1.0
0.0,14.0,319.55868976205016,38707.0,4.0,5602.0,1.0,4.0,1.0
0.0,82.0,101.03420296765262,96096.0,31.0,5366.0,5.0,6.0,0.0
0.0,295.0,846.658585374668,60911.0,46.0,3846.0,2.0,2.0,1.0
1.0,303.0,29.17836315743191,56095.0,73.0,3328.0,5.0,2.0,1.0
1.0,90.0,490.94598370735173,21830.0,8.0,4811.0,5.0,2.0,0.0
1.0,1.0,332.4022595806292,90495.0,26.0,3137.0,3.0,6.0,0.0
1.0,31.0,22.890983347328717,86888.0,91.0,3320.0,7.0,1.0,1.0
0.0,192.0,704.8334716184532,96787.0,51.0,2655.0,3.0,3.0,1.0
0.0,81.0,732.6196733992163,67261.0,82.0,8982.0,6.0,3.0,0.0
1.0,115.0,665.8661378052919,32983.0,49.0,6026.0,6.0,6.0,1.0
0.0,91.0,729.102124980063,85082.0,51.0,1530.0,2.0,5.0,1.0
0.0,328.0,565.9846958742002,75035.0,19.0,6425.0,6.0,1.0,0.0
1.0,164.0,168.71952933483254,21629.0,91.0,6500.0,4.0,1.0,1.0
0.0,128.0,693.4829002449436,55938.0,33.0,2770.0,6.0,1.0,0.0
1.0,225.0,732.8519100042698,31802.0,53.0,9078.0,4.0,3.0,1.0
0.0,246.0,788.9412644817431,85766.0,84.0,4695.0,2.0,4.0,0.0
0.0,151.0,21.05792033223943,44226.0,14.0,2215.0,3.0,2.0,1.0
0.0,39.0,547.4992123536192,22203.0,44.0,8909.0,6.0,1.0,1.0
0.0,311.0,889.8635171336396,30591.0,7.0,2659.0,3.0,2.0,0.0
1.0,357.0,554.5583198839132,80795.0,34.0,5612.0,3.0,2.0,0.0
0.0,202.0,572.1980380498838,74349.0,20.0,1893.0,3.0,1.0,1.0
0.0,151.0,824.0734097760782,91931.0,77.0,8869.0,2.0,1.0,0.0
0.0,88.0,638.552468415496,20739.0,61.0,2892.0,3.0,4.0,1.0
1.0,339.0,265.73939272050364,94130.0,70.0,7349.0,2.0,3.0,1.0
1.0,96.0,446.32949552366364,44510.0,57.0,8619.0,3.0,2.0,1.0
0.0,78.0,752.4829069731718,97486.0,13.0,2404.0,6.0,3.0,1.0
0.0,284.0,61.92276231166988,60738.0,67.0,7858.0,5.0,6.0,1.0
0.0,244.0,299.5532568981952,61747.0,92.0,1568.0,5.0,5.0,0.0
0.0,230.0,173.70609383368796,31910.0,28.0,4157.0,2.0,1.0,1.0
0.0,350.0,435.95785228697474,92211.0,19.0,5225.0,3.0,6.0,0.0
0.0,199.0,556.8078397658292,82358.0,42.0,5525.0,5.0,4.0,0.0
1.0,58.0,415.0279563702097,29424.0,73.0,2641.0,1.0,5.0,0.0
1.0,275.0,880.2556488404073,63856.0,34.0,7275.0,6.0,4.0,1.0
0.0,89.0,276.13872789271903,28855.0,80.0,7581.0,1.0,4.0,1.0
0.0,26.0,746.004070019297,45203.0,48.0,1331.0,3.0,3.0,1.0
1.0,252.0,858.3765484503407,99764.0,13.0,4734.0,2.0,3.0,1.0
1.0,138.0,729.0706138562855,89295.0,83.0,2462.0,2.0,4.0,0.0
1.0,249.0,759.7338019310304,59009.0,8.0,9442.0,7.0,2.0,0.0
1.0,364.0,507.2884799613189,27779.0,100.0,9589.0,5.0,1.0,0.0
0.0,103.0,837.1397009310863,42701.0,5.0,8478.0,1.0,3.0,0.0
1.0,189.0,823.682785397427,76207.0,51.0,3029.0,6.0,1.0,0.0
1.0,251.0,594.4495498586991,33276.0,61.0,6730.0,3.0,2.0,1.0
0.0,146.0,28.423039407872444,16507.0,21.0,4511.0,7.0,2.0,0.0
0.0,138.0,651.9357455231076,77276.0,3.0,1145.0,4.0,2.0,0.0
0.0,115.0,253.13805091929083,50037.0,92.0,5511.0,4.0,4.0,1.0
1.0,130.0,218.99084501885852,49602.0,87.0,9530.0,7.0,5.0,1.0
0.0,4.0,512.0022037508335,96816.0,48.0,5631.0,3.0,6.0,0.0
1.0,33.0,336.94737023392764,46239.0,82.0,6327.0,7.0,3.0,1.0
1.0,97.0,150.77936705780238,41496.0,8.0,7620.0,6.0,3.0,0.0
0.0,336.0,497.87545557671507,48745.0,34.0,7857.0,4.0,4.0,0.0
0.0,176.0,726.8233267043227,39145.0,88.0,9759.0,6.0,4.0,1.0
1.0,88.0,840.7980559018035,83170.0,24.0,5813.0,1.0,4.0,0.0
1.0,287.0,763.1553001009833,33995.0,88.0,6499.0,6.0,1.0,0.0
1.0,115.0,744.4657194134652,50250.0,54.0,6428.0,3.0,3.0,1.0
1.0,61.0,471.0660311030095,93151.0,75.0,2166.0,4.0,2.0,0.0
1.0,272.0,299.0573980636458,17086.0,20.0,3250.0,2.0,3.0,1.0
1.0,74.0,317.0670741910602,33639.0,100.0,2324.0,4.0,3.0,0.0
1.0,325.0,58.95557463697178,69251.0,36.0,4430.0,7.0,2.0,0.0
1.0,46.0,130.2765516107176,66847.0,82.0,8035.0,4.0,4.0,1.0
1.0,3.0,38.687593156463045,36137.0,94.0,7112.0,1.0,3.0,0.0
0.0,347.0,5.119710140378988,42613.0,29.0,6641.0,3.0,2.0,0.0
1.0,258.0,589.0820174799038,31891.0,9.0,1749.0,3.0,3.0,1.0
1.0,223.0,888.0860697932046,27536.0,44.0,9031.0,3.0,2.0,0.0
1.0,10.0,229.18986655098968,27197.0,28.0,1359.0,5.0,5.0,0.0
0.0,188.0,711.3989800057548,14897.0,49.0,5190.0,7.0,5.0,0.0
0.0,339.0,109.0053367608342,12587.0,7.0,2897.0,4.0,4.0,1.0
0.0,281.0,253.48555477650416,30070.0,27.0,1152.0,3.0,4.0,0.0
1.0,319.0,606.0287025870801,27978.0,54.0,2718.0,5.0,6.0,0.0
1.0,59.0,784.9753061023164,75239.0,26.0,4272.0,7.0,3.0,0.0
1.0,361.0,410.3464742977607,31020.0,6.0,9980.0,4.0,2.0,1.0
1.0,121.0,3.7352610583353,98032.0,12.0,2809.0,7.0,5.0,1.0
0.0,47.0,779.746696361852,19836.0,93.0,2659.0,3.0,6.0,0.0
1.0,152.0,264.86089774826974,16564.0,13.0,3862.0,7.0,1.0,1.0
1.0,347.0,313.3943998558015,25191.0,13.0,1751.0,1.0,2.0,0.0
1.0,184.0,894.633089760518,91501.0,35.0,2522.0,3.0,3.0,0.0
0.0,206.0,400.84997575244023,69839.0,35.0,7319.0,6.0,4.0,1.0
0.0,58.0,133.3790646603234,17686.0,21.0,2699.0,4.0,5.0,1.0
1.0,93.0,611.7118351338135,57002.0,79.0,1472.0,7.0,6.0,0.0
1.0,250.0,113.82454189439365,63907.0,57.0,1753.0,1.0,3.0,1.0
0.0,361.0,868.4639395866616,78788.0,99.0,4669.0,6.0,3.0,0.0
1.0,339.0,726.9253164554268,73167.0,45.0,7305.0,2.0,5.0,0.0
0.0,330.0,934.4370489997449,76265.0,61.0,9123.0,7.0,2.0,0.0
1.0,165.0,241.65092488053392,46458.0,7.0,9305.0,2.0,5.0,1.0
1.0,121.0,79.75176515903688,68220.0,74.0,8341.0,1.0,4.0,1.0
1.0,61.0,980.6900682067571,95638.0,3.0,2681.0,4.0,4.0,0.0
0.0,47.0,791.9915018871357,91142.0,82.0,5990.0,5.0,5.0,0.0
1.0,175.0,363.97913509224117,17113.0,29.0,8445.0,3.0,5.0,1.0
1.0,232.0,114.90933499738256,96364.0,29.0,1035.0,3.0,3.0,1.0
1.0,360.0,107.2159070203626,31516.0,64.0,3301.0,7.0,6.0,1.0
0.0,131.0,611.240914372545,34581.0,16.0,7437.0,2.0,4.0,0.0
1.0,56.0,757.3921924684635,16094.0,82.0,3018.0,7.0,4.0,1.0
0.0,256.0,5.333290039255994,16366.0,71.0,8091.0,7.0,5.0,1.0
0.0,355.0,578.9758313184724,26827.0,14.0,7347.0,6.0,5.0,1.0
1.0,215.0,979.5212594448379,42537.0,36.0,7518.0,3.0,3.0,1.0
0.0,71.0,413.3327273348117,77147.0,39.0,9975.0,7.0,3.0,0.0
0.0,108.0,624.5434216161827,48086.0,88.0,6657.0,6.0,2.0,0.0
1.0,364.0,116.2898470313418,56168.0,72.0,8870.0,5.0,5.0,1.0
1.0,217.0,808.4964745473693,78515.0,14.0,1414.0,4.0,2.0,0.0
0.0,103.0,267.7112911748501,31094.0,37.0,5105.0,2.0,1.0,1.0
0.0,278.0,33.27407685908482,69322.0,14.0,4675.0,6.0,6.0,1.0
0.0,262.0,784.5228656980157,47701.0,89.0,1769.0,4.0,4.0,1.0
1.0,283.0,54.74839011544188,42943.0,26.0,8259.0,7.0,2.0,1.0
0.0,100.0,294.883544082687,33255.0,88.0,2220.0,2.0,2.0,0.0
1.0,21.0,429.07930658633353,82954.0,34.0,3131.0,2.0,5.0,1.0
0.0,170.0,466.8650068713695,30290.0,6.0,3518.0,3.0,5.0,0.0
1.0,252.0,790.1182742350124,82110.0,46.0,2194.0,7.0,6.0,1.0
0.0,95.0,521.0856810443721,76209.0,21.0,7814.0,5.0,5.0,1.0
0.0,179.0,221.97688302035132,37964.0,85.0,6437.0,3.0,3.0,1.0
0.0,317.0,530.9683967112178,83575.0,97.0,1144.0,1.0,6.0,1.0
1.0,124.0,904.5919620292044,90439.0,80.0,4994.0,1.0,6.0,1.0
1.0,59.0,386.49005884925987,80809.0,93.0,5633.0,1.0,5.0,1.0
1.0,250.0,44.807809249591244,95397.0,25.0,6248.0,5.0,1.0,0.0
0.0,276.0,533.6726163426284,92173.0,9.0,4453.0,6.0,6.0,0.0
1.0,54.0,206.37398841393332,67047.0,83.0,2181.0,6.0,6.0,0.0
0.0,236.0,717.1514155520772,14965.0,12.0,2200.0,1.0,2.0,1.0
0.0,295.0,821.7976993129996,43901.0,53.0,7357.0,4.0,6.0,1.0
1.0,162.0,17.874077335837132,98250.0,16.0,9762.0,1.0,6.0,0.0
0.0,359.0,848.4029877671364,56884.0,65.0,2738.0,3.0,6.0,1.0
0.0,145.0,765.5089667794421,67367.0,49.0,7473.0,7.0,6.0,0.0
1.0,81.0,533.9342960465391,27875.0,96.0,7406.0,7.0,5.0,1.0
0.0,153.0,677.6117564595575,94926.0,48.0,1182.0,5.0,5.0,0.0
0.0,22.0,6.02480923493111,88204.0,51.0,9800.0,5.0,1.0,1.0
0.0,177.0,212.5252059790629,94663.0,66.0,3333.0,2.0,2.0,0.0
1.0,100.0,115.50791958106028,97946.0,73.0,1891.0,7.0,5.0,1.0
0.0,149.0,672.013563866134,42858.0,13.0,4234.0,6.0,5.0,1.0
1.0,183.0,129.0869314493556,95914.0,31.0,2639.0,3.0,5.0,0.0
0.0,163.0,486.3753690436134,53036.0,79.0,6008.0,6.0,5.0,0.0
1.0,162.0,958.7002630075743,32103.0,1.0,6131.0,2.0,2.0,1.0
1.0,185.0,135.17152655050594,53458.0,62.0,8583.0,4.0,3.0,1.0
1.0,283.0,109.72380365874156,94613.0,78.0,2343.0,7.0,3.0,0.0
0.0,135.0,733.811072427403,92132.0,10.0,2235.0,1.0,5.0,0.0
1.0,303.0,213.54792549012055,14804.0,71.0,5269.0,5.0,5.0,1.0
0.0,188.0,393.10584750088555,87280.0,94.0,5767.0,2.0,4.0,0.0
1.0,187.0,502.66510239676444,96858.0,31.0,3717.0,7.0,5.0,0.0
1.0,82.0,179.96603872471215,84162.0,85.0,3395.0,6.0,6.0,1.0
1.0,21.0,219.60029814176934,73916.0,30.0,2029.0,3.0,3.0,0.0
0.0,343.0,207.56730064278347,57349.0,50.0,8695.0,4.0,1.0,0.0
1.0,53.0,704.0325165947747,78337.0,82.0,5480.0,7.0,6.0,1.0
0.0,193.0,654.0216378207504,57880.0,76.0,2275.0,5.0,3.0,1.0
0.0,265.0,406.4363603483521,55224.0,63.0,8898.0,5.0,1.0,0.0
1.0,85.0,230.76077526071023,77441.0,83.0,5600.0,2.0,2.0,0.0
0.0,186.0,602.4182561903103,25509.0,85.0,4773.0,4.0,3.0,0.0
1.0,346.0,479.335828077362,37617.0,76.0,3641.0,6.0,4.0,0.0
0.0,23.0,128.75722983414695,87640.0,21.0,3207.0,6.0,5.0,0.0
0.0,29.0,167.1750249415739,33597.0,67.0,7642.0,5.0,5.0,0.0
1.0,44.0,217.37682447399314,89498.0,61.0,8891.0,2.0,2.0,1.0
0.0,299.0,820.6327269503669,33839.0,80.0,9369.0,3.0,2.0,1.0
1.0,306.0,591.005394941375,40122.0,49.0,7315.0,2.0,1.0,0.0
0.0,268.0,859.7321003185949,76107.0,88.0,7877.0,7.0,2.0,0.0
0.0,244.0,901.7066101441787,88618.0,5.0,9706.0,5.0,1.0,0.0
1.0,338.0,131.19851193638718,89098.0,70.0,1019.0,7.0,6.0,1.0
1.0,190.0,874.9494764312717,79444.0,55.0,4759.0,7.0,4.0,1.0
1.0,302.0,804.8164178554165,85513.0,13.0,7971.0,2.0,3.0,1.0
0.0,43.0,283.9834013409469,81267.0,53.0,5223.0,2.0,1.0,0.0
0.0,267.0,8.186858398130886,95792.0,27.0,6175.0,4.0,3.0,0.0
0.0,219.0,651.9243588431538,43244.0,34.0,9783.0,4.0,5.0,1.0
1.0,349.0,398.05669404727905,36698.0,53.0,8904.0,2.0,3.0,1.0
1.0,158.0,578.0735019371804,62183.0,95.0,3262.0,7.0,6.0,0.0
0.0,229.0,783.3261510849902,31206.0,13.0,4513.0,5.0,4.0,1.0
0.0,83.0,389.7145769045179,93345.0,1.0,2492.0,7.0,2.0,1.0
1.0,46.0,65.01637591294129,39067.0,48.0,2311.0,5.0,1.0,1.0
1.0,315.0,656.5190546250682,47548.0,92.0,1941.0,7.0,2.0,1.0
1.0,6.0,202.50553556320858,96099.0,67.0,5685.0,2.0,1.0,0.0
0.0,346.0,37.02507201120443,41359.0,84.0,1004.0,2.0,1.0,1.0
1.0,181.0,669.9923843499122,63143.0,76.0,4281.0,5.0,1.0,0.0
0.0,282.0,285.20929324934303,83284.0,75.0,6703.0,3.0,3.0,0.0
0.0,233.0,929.7841269713082,85354.0,1.0,5277.0,2.0,4.0,0.0
0.0,258.0,294.95757264365193,25336.0,66.0,5222.0,5.0,5.0,1.0
1.0,194.0,563.6054352011253,41886.0,97.0,6565.0,7.0,4.0,1.0
0.0,247.0,117.15203313948167,18854.0,49.0,4610.0,6.0,6.0,0.0
1.0,212.0,955.4902414362368,77699.0,69.0,1159.0,6.0,3.0,0.0
1.0,48.0,399.53170596081173,54825.0,10.0,3924.0,4.0,3.0,1.0
0.0,294.0,269.80670668633024,99536.0,25.0,9175.0,6.0,2.0,0.0
0.0,136.0,207.57185368968788,36577.0,32.0,6833.0,2.0,1.0,0.0
0.0,347.0,955.823904378419,74574.0,79.0,1108.0,7.0,5.0,0.0
1.0,191.0,621.0468073569349,74532.0,74.0,5501.0,4.0,2.0,1.0
1.0,114.0,750.4192164099851,26809.0,7.0,9613.0,7.0,4.0,1.0
0.0,258.0,347.9416727000713,99959.0,100.0,3863.0,4.0,1.0,1.0
1.0,353.0,9.410186214805794,98356.0,27.0,7216.0,5.0,1.0,1.0
1.0,314.0,861.9801812577326,34530.0,71.0,5306.0,2.0,3.0,1.0
1.0,188.0,184.72976052218112,65567.0,27.0,7866.0,6.0,3.0,1.0
1.0,144.0,451.2782624863783,84895.0,17.0,4744.0,7.0,1.0,1.0
0.0,285.0,432.7865329791041,59923.0,26.0,3389.0,7.0,6.0,0.0
1.0,5.0,177.43066938295323,75483.0,18.0,9470.0,5.0,6.0,1.0
1.0,154.0,251.72305945736395,84427.0,7.0,7527.0,1.0,6.0,0.0
0.0,111.0,814.0042511376395,72460.0,81.0,2577.0,4.0,6.0,1.0
1.0,185.0,360.94627348921955,83071.0,33.0,6638.0,1.0,4.0,0.0
1.0,348.0,963.1534443569961,36077.0,74.0,9821.0,2.0,3.0,1.0
1.0,345.0,510.934081010567,68580.0,11.0,7243.0,5.0,3.0,1.0
0.0,86.0,640.9400720589564,54222.0,54.0,7631.0,7.0,1.0,0.0
0.0,176.0,228.9897214484854,51533.0,84.0,5773.0,6.0,3.0,1.0
1.0,228.0,781.193062886176,57600.0,96.0,9535.0,4.0,4.0,0.0
0.0,12.0,125.91487082127215,40753.0,85.0,5122.0,6.0,6.0,0.0
0.0,86.0,397.6485377170615,22524.0,9.0,8752.0,5.0,1.0,0.0
1.0,269.0,765.2313757614621,20911.0,14.0,5300.0,5.0,2.0,0.0
1.0,159.0,230.12659952155587,47247.0,57.0,3071.0,2.0,5.0,0.0
0.0,18.0,663.8855861685007,52624.0,61.0,8654.0,7.0,5.0,1.0
1.0,70.0,969.5727222899916,80685.0,23.0,8480.0,6.0,6.0,1.0
1.0,178.0,482.1700310195122,39770.0,12.0,8239.0,3.0,3.0,1.0
1.0,80.0,304.2693426575159,10012.0,67.0,3233.0,3.0,3.0,1.0
0.0,353.0,922.1663073483088,72530.0,39.0,1149.0,7.0,4.0,1.0
0.0,4.0,548.6639835407602,34716.0,53.0,8161.0,4.0,2.0,0.0
1.0,194.0,221.37183380661375,20382.0,55.0,4924.0,5.0,5.0,1.0
1.0,333.0,743.1839652390206,45235.0,53.0,4080.0,7.0,1.0,0.0
0.0,149.0,111.2459941674457,69682.0,80.0,8418.0,3.0,6.0,1.0
0.0,165.0,20.376001849749354,16505.0,69.0,1362.0,2.0,1.0,1.0
1.0,65.0,715.4807462690637,11075.0,30.0,2477.0,2.0,1.0,1.0
0.0,176.0,420.8227841203295,75325.0,48.0,8597.0,6.0,1.0,1.0
0.0,75.0,56.98230605749092,61435.0,10.0,9899.0,4.0,2.0,0.0
1.0,196.0,828.4237953469371,25985.0,99.0,5078.0,4.0,4.0,0.0
0.0,102.0,461.37380067696756,22315.0,67.0,4415.0,4.0,4.0,1.0
1.0,82.0,629.5350898765686,15529.0,96.0,9534.0,1.0,3.0,1.0
1.0,102.0,361.0662294077281,16827.0,86.0,4568.0,1.0,2.0,1.0
1.0,8.0,168.19299605187777,46188.0,75.0,2960.0,4.0,2.0,0.0
0.0,298.0,783.6917650108088,72294.0,89.0,3539.0,3.0,1.0,0.0
0.0,256.0,92.31015075190878,91087.0,44.0,1983.0,1.0,3.0,0.0
0.0,65.0,488.3550390410569,51515.0,72.0,6690.0,7.0,4.0,0.0
0.0,353.0,378.3911675051549,27659.0,33.0,1646.0,4.0,6.0,1.0
1.0,278.0,697.3407372206591,34874.0,73.0,4057.0,5.0,3.0,1.0
1.0,141.0,867.7941781172025,88470.0,71.0,3627.0,1.0,5.0,0.0
1.0,152.0,819.5991329482639,80989.0,47.0,8439.0,1.0,6.0,1.0
0.0,10.0,620.1148719636534,57720.0,100.0,4912.0,3.0,6.0,0.0
1.0,98.0,524.5456990416419,75214.0,99.0,3525.0,5.0,3.0,1.0
1.0,329.0,322.7020315926795,22616.0,67.0,2092.0,1.0,2.0,0.0
0.0,104.0,107.9481133214005,35115.0,13.0,1521.0,5.0,6.0,1.0
1.0,270.0,624.3465135143153,87371.0,33.0,1804.0,3.0,2.0,0.0
0.0,107.0,656.0936125361478,20480.0,60.0,1994.0,3.0,5.0,1.0
1.0,363.0,59.24172442271792,90862.0,35.0,9667.0,1.0,6.0,0.0
1.0,40.0,944.6588785252284,78089.0,13.0,2658.0,6.0,2.0,1.0
0.0,99.0,526.6658297719034,42605.0,73.0,3931.0,5.0,6.0,1.0
0.0,327.0,576.9870953381463,98407.0,59.0,7997.0,1.0,2.0,0.0
1.0,259.0,338.17535769100743,30732.0,69.0,8258.0,3.0,3.0,1.0
1.0,212.0,764.4201835364668,66438.0,93.0,6299.0,5.0,2.0,0.0
1.0,282.0,926.2207756700648,43303.0,47.0,8412.0,4.0,4.0,0.0
0.0,146.0,596.167063797162,77844.0,18.0,5945.0,1.0,3.0,0.0
0.0,162.0,22.67967008614194,46170.0,71.0,9376.0,5.0,5.0,0.0
0.0,20.0,460.9094358555979,30461.0,18.0,5341.0,3.0,5.0,0.0
0.0,132.0,811.2631625458756,22046.0,74.0,7550.0,5.0,2.0,0.0
1.0,248.0,173.72958836546627,85527.0,13.0,5921.0,1.0,6.0,1.0
0.0,29.0,921.9496250236824,53829.0,45.0,8115.0,4.0,1.0,0.0
0.0,325.0,777.6411995259033,60133.0,7.0,5993.0,5.0,1.0,1.0
0.0,168.0,502.89920883678553,38940.0,20.0,1827.0,6.0,6.0,1.0
1.0,305.0,575.6795989962266,21807.0,29.0,8076.0,3.0,4.0,0.0
0.0,173.0,83.46256752594408,84899.0,96.0,1807.0,5.0,4.0,1.0
0.0,205.0,502.32129249018885,27088.0,98.0,3209.0,4.0,5.0,0.0
1.0,203.0,652.5961905401897,35703.0,72.0,9589.0,2.0,2.0,0.0
1.0,221.0,324.08822951505505,85499.0,12.0,2843.0,6.0,4.0,1.0
1.0,179.0,191.2992518277289,55157.0,77.0,1396.0,7.0,3.0,0.0
1.0,316.0,821.7624692109898,67961.0,80.0,3389.0,4.0,1.0,0.0
0.0,351.0,374.4469695302488,21247.0,15.0,1893.0,2.0,5.0,0.0
1.0,8.0,343.9281010486292,24585.0,40.0,8373.0,4.0,1.0,1.0
0.0,276.0,212.663438235205,81620.0,67.0,5237.0,5.0,4.0,0.0
0.0,193.0,583.4219383830894,96969.0,68.0,1712.0,3.0,2.0,0.0
1.0,103.0,789.3993060129147,90997.0,35.0,1869.0,4.0,6.0,0.0
0.0,199.0,660.712452672713,96898.0,85.0,6901.0,7.0,1.0,0.0
1.0,333.0,387.1367029095996,59899.0,66.0,2631.0,3.0,4.0,0.0
0.0,102.0,501.15017204600997,70029.0,72.0,1352.0,1.0,2.0,1.0
1.0,251.0,394.0064180094475,30578.0,3.0,6681.0,6.0,3.0,1.0
1.0,121.0,995.9984168355616,75700.0,36.0,2015.0,6.0,3.0,1.0
0.0,285.0,949.1673019447448,39567.0,20.0,6599.0,4.0,6.0,0.0
0.0,196.0,521.1971262294433,98866.0,79.0,4726.0,4.0,2.0,0.0
1.0,160.0,909.8256581706071,53160.0,58.0,9883.0,2.0,2.0,0.0
0.0,71.0,309.68939776602053,78656.0,18.0,8046.0,7.0,2.0,0.0
